,Ticker,Security,Industry,Weight
462,WRB,W. R. Berkley Corporation,Financials,0.0003072227798865
463,WAB,Westinghouse Air Brake Technologies Corp,Industrials,0.0004304289703083
464,WMT,Walmart,Consumer Staples,0.0066413902618437
465,WBA,Walgreens Boots Alliance,Consumer Staples,0.0009625855991947
466,DIS,The Walt Disney Company,Communication Services,0.0102575086124923
467,WM,Waste Management Inc.,Industrials,0.0014968931106776
468,WAT,Waters Corporation,Health Care,0.0005096581949661
469,WEC,WEC Energy Group,Utilities,0.0009452270678173
470,WFC,Wells Fargo,Financials,0.0039750329991336
471,WELL,Welltower Inc.,Real Estate,0.0009041482396363
472,WDC,Western Digital,Information Technology,0.0005169388820651
473,WU,Western Union Co,Information Technology,0.0003104137606399
474,WRK,WestRock,Materials,0.0003764751406694
475,WY,Weyerhaeuser,Real Estate,0.0008342092121089
476,WHR,Whirlpool Corp.,Consumer Discretionary,0.0003909052403427
477,WMB,Williams Companies,Energy,0.0008603429405584
478,WLTW,Willis Towers Watson,Financials,0.0008909702969677
479,WYNN,Wynn Resorts Ltd,Consumer Discretionary,0.0003613482762114
480,XEL,Xcel Energy Inc,Utilities,0.0011466324827804
481,XRX,Xerox,Information Technology,0.0001405647217992
482,XLNX,Xilinx,Information Technology,0.001212471705922
483,XYL,Xylem Inc.,Industrials,0.0005829497718928
484,YUM,Yum! Brands Inc,Consumer Discretionary,0.0010739972784771
485,ZBRA,Zebra Technologies,Information Technology,0.0006552820349853
486,ZBH,Zimmer Biomet,Health Care,0.0010194072722956
487,ZION,Zions Bancorp,Financials,0.0002246712999505
488,ZTS,Zoetis,Health Care,0.0025291349922696
